Price,Address,Beds,Baths,Footage,Type
"€630,000","4 Sycamore Grove The Park, Cabinteely, Dublin 18",3 Bed,1 Bath,84 m²,Bungalow
"€545,000","6 Stocking Wood Manor, Rathfarnham, Dublin 16",4 Bed,4 Bath,123 m²,Semi-D
"€485,000","14 Cedar Hall, Millbrook Court, Milltown, Dublin 6",2 Bed,2 Bath,92 m²,Apartment
"€245,000","88 Bremore Castle, Balbriggan, Co. Dublin",3 Bed,2 Bath,N/A,End of Terrace
"€775,000","37 Dargle Road, Blackrock, Co. Dublin",4 Bed,1 Bath,155 m²,Semi-D
"€595,000","1 Glenart, Clonfadda Wood, Mount Merrion Avenue, Blackrock, Co. Dublin",3 Bed,2 Bath,92 m²,Apartment
"€635,000","41 Orlagh Wood, Scholarstown Road, Knocklyon, Dublin 16",3 Bed,3 Bath,125 m²,Detached
"€349,950","42D Clarence Mangan Road, South Circular Road, Dublin 8",2 Bed,2 Bath,63 m²,Bungalow
"€475,000","17A Mill Road, Saggart, Co. Dublin",4 Bed,2 Bath,122 m²,Detached
"€395,000","138 Mountain View Park, Rathfarnham, Churchtown, Dublin 14",4 Bed,1 Bath,95 m²,Terrace
"€575,000","337 Navan Road, Dublin 7",4 Bed,1 Bath,130 m²,Semi-D
"€1,325,000","6 Ontario Terrace, Ranelagh, Dublin 6",5 Bed,1 Bath,284 m²,Terrace
"€485,000","12 The Sweepstakes, Ballsbridge, Dublin 4",1 Bed,1 Bath,52 m²,Duplex
"€350,000","19 Pembroke Court, Pembroke Road, Ballsbridge, Dublin 4",1 Bed,1 Bath,40 m²,Apartment
"€790,000","90 Springhill Avenue, Deansgrange, Blackrock, Co. Dublin",4 Bed,2 Bath,148 m²,Semi-D
"€235,000","50B Irishtown Road, Ringsend, Dublin 4",1 Bed,1 Bath,34 m²,Apartment
"€240,000","50C Irishtown Road, Ringsend, Dublin 4",1 Bed,1 Bath,31 m²,Apartment
"€249,950","129 Mourne Road, Drimnagh, Dublin 12",2 Bed,1 Bath,N/A,Terrace
"€320,000","30 Lourdes Road, Maryland, Dublin 8",2 Bed,2 Bath,66 m²,End of Terrace
"€595,000","33 Abbey Road, Monkstown, Co. Dublin",4 Bed,2 Bath,122 m²,Terrace
"€695,000","Saint Francis, Owendore Avenue, Rathfarnham, Dublin 14",3 Bed,1 Bath,68 m²,Detached
"€695,000","14 Sandyford Hall Park, Sandyford, Dublin 18",4 Bed,3 Bath,161 m²,Detached
"€395,000","1 Liffey Wood, Lucan, Co. Dublin",4 Bed,3 Bath,109 m²,Semi-D
"€750,000","172 Whitehall Road, Terenure, Dublin 6",4 Bed,1 Bath,83 m²,Semi-D
"€70,000","Site at Dublin Road, Oldtown, Co. Dublin",N/A,N/A,N/A,Site
"€215,000","Apartment 61, Moynihan Court, Tallaght, Dublin 24",2 Bed,1 Bath,57 m²,Apartment
"€395,000","6 Ailesbury (Plus Attic Room), Shanowen Road, Santry, Dublin 9",3 Bed,2 Bath,107 m²,Terrace
"€685,000","9 Wyattville Park, Loughlinstown, Co. Dublin",5 Bed,2 Bath,225 m²,Bungalow
"€290,000","14 Heathfield Terrace, Finglas, Finglas, Dublin 11",2 Bed,3 Bath,90 m²,Terrace
"€645,000","11 Acorn Road, Dundrum, Dundrum, Dublin 14",3 Bed,1 Bath,164 m²,Semi-D
"€274,950","167 Downpatrick Road, Crumlin, Dublin 12",2 Bed,1 Bath,N/A,End of Terrace
"€385,000","Apartment 4, Canon Hall, Dublin 3",2 Bed,2 Bath,83 m²,Apartment
"€799,000","22 Woodbine Park, Booterstown, Co. Dublin",3 Bed,2 Bath,N/A,Semi-D
"€269,950","123 Dingle Road, Cabra West, Cabra, Dublin 7",2 Bed,1 Bath,65 m²,Terrace
"€375,000","Apartment 21, The Bottle Works, Dublin 4",2 Bed,2 Bath,65 m²,Apartment
"€395,000","63 Ennel Court, Ballybrack, Co. Dublin",4 Bed,2 Bath,N/A,Terrace
"€545,000","16 Glasnevin Drive, Glasnevin, Dublin 11",3 Bed,2 Bath,134 m²,Semi-D
"€295,000","24 Granitefield Mews, Granitefield Manor, Dun Laoghaire, Co. Dublin",1 Bed,1 Bath,50 m²,Apartment
"€240,000","197 Crosbies Yard, North Strand, Dublin 3",1 Bed,1 Bath,60 m²,Apartment
"€1,500,000","Greenogue, 18 Woodside, Howth, Dublin 13",4 Bed,2 Bath,195 m²,Detached
"€300,000","Seamount, Blackrock, Co. Dublin",1 Bed,1 Bath,46 m²,Apartment
"€399,950","58 Crestfield Drive, Whitehall, Dublin 9",3 Bed,2 Bath,130 m²,Semi-D
"€1,100,000","Hanover 69 Churchtown Road Upper Churchtown Dublin 14, Churchtown, Dublin 14",5 Bed,5 Bath,204 m²,Detached
"€470,000","251 Collinswood, Collins Avenue, Collinswood, Dublin 9",4 Bed,2 Bath,N/A,Semi-D
"€510,000","9 Fortlands, Herbert Avenue, Ballsbridge, Dublin 4",2 Bed,2 Bath,89 m²,Apartment
"€320,000","20 The Avenue, Orlynn Park, Lusk, Co. Dublin",3 Bed,2 Bath,78 m²,Semi-D
"€725,000","Apartment 4, 97 Seapoint Avenue, Monkstown, Co. Dublin",2 Bed,2 Bath,96 m²,Apartment
"€1,300,000","302A Howth Road, Killester, Killester, Dublin 5",5 Bed,4 Bath,251 m²,Detached
"€374,950","43 Slievebloom Park, Drimnagh, Dublin 12",3 Bed,2 Bath,N/A,Semi-D
"€1,295,000","20 Sydney Avenue, Blackrock, Co. Dublin",5 Bed,1 Bath,176 m²,Terrace
"€275,000","14A Redwood Lawns, Kilnamanagh, Tallaght, Dublin 24",2 Bed,1 Bath,95 m²,End of Terrace
"€230,000","20 Glebe Square, Newcastle, Co. Dublin",2 Bed,2 Bath,61 m²,Apartment
"€900,000","Saint Jude, 50 St Margaret's Road, Malahide, Co. Dublin",3 Bed,1 Bath,137 m²,Semi-D
"€219,000","Apartment 40, Moylaragh Mews, Balbriggan, Co. Dublin",2 Bed,2 Bath,68 m²,Apartment
"€480,000","2 Verbena Avenue, Sutton, Dublin 13",3 Bed,1 Bath,91 m²,End of Terrace
"€550,000","7 Oxford Terrace Hawthorn Terrace East Wall Dublin 3, East Wall, Dublin 3",3 Bed,2 Bath,N/A,Terrace
"€450,000","12 Rialto Drive, Rialto, Dublin 8",3 Bed,2 Bath,161 m²,End of Terrace
"€595,000","13 Templeroan Court, Rathfarnham, Dublin 16",3 Bed,2 Bath,113 m²,Semi-D
"€380,000","20 West Courtyard, Tullyvale, Cabinteely, Dublin 18",3 Bed,2 Bath,94 m²,Apartment
"€345,000","17 Clonliffe Avenue, Drumcondra, Dublin 3",3 Bed,2 Bath,82 m²,Terrace
"€289,950","Apartment 62, Block A, Lymewood Mews, Northwood, Santry, Dublin 9",2 Bed,2 Bath,N/A,Apartment
"€424,950","56 Glentow Road, Whitehall, Whitehall, Dublin 9",3 Bed,2 Bath,N/A,End of Terrace
"€269,950","123 Dingle Road, Cabra West, Cabra, Dublin 7",2 Bed,1 Bath,65 m²,Terrace
"€650,000","Apartment 4, Cowper Hall, Milltown Avenue, Mount Saint Annes, Milltown, Dublin 6",3 Bed,2 Bath,110 m²,Apartment
"€565,000","153 Tower Block, Smithfield Market, Smithfield, Dublin 7",3 Bed,3 Bath,98 m²,Duplex
"€265,000","Apartment 47, Millfield, Portmarnock, Co. Dublin",1 Bed,1 Bath,43 m²,Apartment
"€295,000","95 Gleann Na Ré­, Druid Valley, Cabinteely, Dublin 18",2 Bed,1 Bath,60 m²,Apartment
"€700,000","19 Foxrock Court, Foxrock, Foxrock, Dublin 18",4 Bed,2 Bath,150 m²,Detached
"€199,950","77 Lanesborough Court, Finglas, Finglas, Dublin 11",2 Bed,1 Bath,N/A,Apartment
"€345,000","16 Donore Avenue, South Circular Road, South Circular Road, Dublin 8",2 Bed,1 Bath,64 m²,Terrace
"€385,000","12 Bayside Crescent, Sutton, Dublin 13",2 Bed,1 Bath,71 m²,Terrace
"€239,000","100 Oranmore Road, Ballyfermot, Ballyfermot, Dublin 10",2 Bed,2 Bath,79 m²,End of Terrace
"€550,000","24 Grange Park Drive, Raheny, Dublin 5",3 Bed,1 Bath,107 m²,Semi-D
"€1,050,000","7 Beaumont Gardens, Off Green Road, Blackrock, Co. Dublin",4 Bed,3 Bath,185 m²,Semi-D
"€525,000","8 Thirlestane Terrace, Thomas Court, The Liberties, Dublin 8",3 Bed,2 Bath,125 m²,Terrace
"€1,350,000","Olney, Olney, 1 Hollybrook Road, Clontarf, Dublin 3",5 Bed,2 Bath,232 m²,End of Terrace
"€2,000,000","Chadsley House, Foxrock, Dublin 18",5 Bed,4 Bath,389 m²,Detached
"€275,000","Cottage At Baldaragh, Naul, Co. Dublin",3 Bed,1 Bath,80 m²,Bungalow
"€460,000","Apartment 16, The Dickens, The Gasworks, Dublin 4",2 Bed,2 Bath,77 m²,Apartment
"€370,000","96 Hanover Dock, Grand Canal Dock, Dublin 2",1 Bed,1 Bath,50 m²,Apartment
"€585,000","57 Rockville Crescent, Blackrock, Co. Dublin",3 Bed,1 Bath,N/A,Detached
"€2,000,000","Bayview House 49 & 49A North Strand Road, North Strand, Dublin 3",N/A,N/A,N/A,Site
"€249,950","Apartment 17, Goldstone Court, Dublin 12",2 Bed,1 Bath,N/A,Apartment
"€270,000","23 Liffey Hall, Liffey Valley Park, Lucan, Co. Dublin",2 Bed,2 Bath,75 m²,Terrace
"€495,000","71 Rockford Park, Blackrock, Co. Dublin",3 Bed,1 Bath,86 m²,Semi-D
"€430,000","Apartment 9, Greygates Hall, Mount Merrion, Co. Dublin",1 Bed,1 Bath,60 m²,Apartment
"€249,000","43 Castlegate Park, Lucan, Co. Dublin",3 Bed,1 Bath,66 m²,Apartment
"€2,200,000","59 Grosvenor Road, Rathgar, Rathgar, Dublin 6",5 Bed,3 Bath,304 m²,Terrace
"€249,950","Apartment 11, Bow Bridge House, Bow Bridge, Kilmainham, Dublin 8",2 Bed,1 Bath,48 m²,Apartment
"€825,000","2 Seafield Close, Blackrock, Co. Dublin",4 Bed,2 Bath,135 m²,Semi-D
"€830,000","11 Upper Eden Road, Glenageary, Co. Dublin",3 Bed,2 Bath,131 m²,Bungalow
"€475,000","98 Mountain View, Crinken Glen, Shankill, Dublin 18",3 Bed,1 Bath,84 m²,Semi-D
"€295,000","14 Lurgan Street, Smithfield, D07H1R0, Dublin 7",2 Bed,1 Bath,N/A,Terrace
"€525,000","21 Kennington Close, Templeogue, Dublin 6W",5 Bed,3 Bath,N/A,Semi-D
"€550,000","65 The Dock Mill, Barrow Street, Ringsend, Dublin 4",2 Bed,2 Bath,103 m²,Apartment
"€290,000","6 Kilmahuddrick Court, Clondalkin, Dublin 22",3 Bed,1 Bath,N/A,Semi-D
"€3,150,000","15 St Kevin's Park, Dartry, Dublin 6",4 Bed,4 Bath,285 m²,Semi-D
"€3,700,000","Theberton, 67 Merrion Road, Ballsbridge, Dublin 4",5 Bed,3 Bath,500 m²,Semi-D
"€400,000","13 Chestnut Grove, Kingswood Heights, Tallaght, Dublin 24",3 Bed,2 Bath,N/A,Semi-D
"€900,000","6 Apartments at Gateway Student Village, Ballymun, Dublin 9",3 Bed,1 Bath,65 m²,Apartment
"€650,000","114 Botanic Road, Glasnevin, Glasnevin, Dublin 9",4 Bed,1 Bath,136 m²,Terrace
"€245,000","12 The Willows, Grattan Wood, Hole In The Wall Road, Donaghmede, Dublin 13",2 Bed,2 Bath,64 m²,Apartment
"€1,800,000","Dunedin, 7 Ailesbury Park, Ballsbridge, Dublin 4",4 Bed,1 Bath,194 m²,Semi-D
"€260,000","3 The Close, Orlynn Park, Lusk, Co. Dublin",3 Bed,1 Bath,60 m²,End of Terrace
"€350,000","65 Glentow Road, D09CP03, Whitehall, Dublin 9",2 Bed,2 Bath,85 m²,Terrace
"€360,000","9 Cluain Rí, Ballyowen Lane, Lucan, Co. Dublin",3 Bed,3 Bath,104 m²,Semi-D
"€414,950","12 Kilmoroney Close, The Donahies, Donaghmede, Dublin 13",3 Bed,2 Bath,116 m²,Detached
"€314,950","Apartment 57, The Willow, Parkview, Stepaside, Dublin 18",2 Bed,2 Bath,83 m²,Apartment
"€435,000","28 Riverside Drive, Clonshaugh, Clonshaugh, Dublin 17",3 Bed,2 Bath,N/A,Semi-D
"€435,000","19 Binn Eadair View, Sutton, Dublin 13",3 Bed,1 Bath,83 m²,Terrace
"€1,300,000","55 Haddington Road, Ballsbridge, Dublin 4",4 Bed,4 Bath,199 m²,Terrace
"€229,500","19 Belclare Green, Poppintree, Poppintree, Dublin 11",3 Bed,1 Bath,N/A,Terrace
"€265,000","59 Windmill Terrace, Clonsilla, Dublin 15",2 Bed,2 Bath,56 m²,Apartment
"€695,000","47 Arnott Street, South Circular Road, Dublin 8",2 Bed,2 Bath,98 m²,Terrace
"€325,000","1 Alderwood Avenue, Springfield, Tallaght, Dublin 24",3 Bed,2 Bath,105 m²,End of Terrace
"€399,950","28a Redwood Rise, Kilnamanagh, Dublin 24",4 Bed,3 Bath,N/A,Detached
"€375,000","40 Portersgate Heights, Clonsilla, Dublin 15",3 Bed,3 Bath,97 m²,Semi-D
"€340,000","7 Kelly's Bay Jetty, Skerries, Co. Dublin",3 Bed,3 Bath,N/A,Duplex
"€350,000","82 Tyrconnell Road, Inchicore, Dublin 8",2 Bed,1 Bath,167 m²,End of Terrace
"€425,000","55 The Elms, Mount Merrion Avenue, Blackrock, Co. Dublin",2 Bed,1 Bath,N/A,Apartment
"€375,000","3 Maple Glen, Castleknock, Dublin 15",3 Bed,1 Bath,N/A,Semi-D
"€495,000","1 Seaview, Hollybrook Road, Clontarf, Dublin 3",3 Bed,2 Bath,70 m²,Townhouse
"€925,000","Holly Lodge, Holly Lodge, 66 Carysfort Avenue, Blackrock, Co. Dublin",4 Bed,2 Bath,153 m²,End of Terrace
"€875,000","Whiteoak, Monaloe Crescent, Blackrock, Co. Dublin",4 Bed,2 Bath,175 m²,Detached
"€279,000","5 Slade Castle Heights, Saggart, Co. Dublin",2 Bed,3 Bath,87 m²,Semi-D
"€370,000","53 Russell Avenue East, East Wall, East Wall, Dublin 3",3 Bed,1 Bath,N/A,Terrace
"€350,000","Apt. 348, Carrington, Northwood, Santry, Dublin 9",4 Bed,2 Bath,126 m²,Apartment
"€845,000","15 Cranfield Place, Sandymount, Dublin 4",4 Bed,2 Bath,148 m²,Semi-D
"€385,000","Apartment 324, Block E, Castleforbes Square, Dublin 1",2 Bed,1 Bath,84 m²,Apartment
"€950,000","64 Vernon Avenue, Clontarf, Dublin 3",4 Bed,1 Bath,147 m²,Detached
"€450,000","Apartment 2, Lisalea, Blackrock, Co. Dublin",2 Bed,1 Bath,71 m²,Apartment
"€595,000","36 Sandyford Downs, Sandyford, Dublin 18",4 Bed,2 Bath,110 m²,Semi-D
"€355,000","19 Coldwell Street, Glasthule, Co. Dublin",2 Bed,1 Bath,37 m²,Bungalow
"€560,000","162 Navan Road, Navan Road (D7), Dublin 7",4 Bed,2 Bath,153 m²,Semi-D
"€395,000","5 Leinster Street North, Phibsborough, Phibsborough, Dublin 7",3 Bed,1 Bath,N/A,Terrace
"€380,000","2 Ballintyre Meadows, Ballinteer, Ballinteer, Dublin 16",2 Bed,2 Bath,70 m²,Apartment
"€2,750,000","Mount Salem, Leopardstown Road, Foxrock, Dublin 18",5 Bed,3 Bath,380 m²,Detached
"€415,000","1 Camden Buildings, Camden Street Lower, Dublin 2",3 Bed,1 Bath,74 m²,Townhouse
"€1,250,000","5 Knocklyon Avenue, Knocklyon, Dublin 16",6 Bed,4 Bath,233 m²,Detached
"€374,950","66 Walkinstown Avenue, Walkinstown, Dublin 12",2 Bed,1 Bath,N/A,End of Terrace
"€319,500","58 Newcastle Manor Square, Newcastle, Co. Dublin",3 Bed,3 Bath,112 m²,End of Terrace
"€599,000","6 George's Place, Dun Laoghaire, Co. Dublin",2 Bed,2 Bath,84 m²,Terrace
"€399,950","68 Montrose Crescent, Artane, Dublin 5",3 Bed,1 Bath,N/A,Semi-D
"€359,950","28 Annfield Drive, Castleknock, Dublin 15",3 Bed,2 Bath,104 m²,Duplex
"€325,000","11 Rialto Street, Rialto, D08, Dublin 8",2 Bed,1 Bath,62 m²,End of Terrace
"€459,000","7 Kelly`s Bay Inlet, Skerries, Co. Dublin",4 Bed,3 Bath,114 m²,Semi-D
"€700,000","Shalom, 3 St David`s, Artane, Dublin 5",4 Bed,3 Bath,136 m²,Detached
"€375,000","69 Hazelbury Park, Clonee, Dublin 15",3 Bed,3 Bath,99 m²,Semi-D
"€540,000","Apartment 9, Rockwell Cove, Blackrock, Co. Dublin",2 Bed,1 Bath,73 m²,Apartment
"€795,000","Cedar Mews, Newbridge Avenue, Sandymount, Dublin 4",3 Bed,2 Bath,97 m²,Townhouse
"€495,000","30 Forest Green, Kingswood Heights, Kingswood, Dublin 24",5 Bed,3 Bath,202 m²,Semi-D
"€295,000","58 Forest Hills, Rathcoole, Co. Dublin",3 Bed,1 Bath,98 m²,Terrace
"€485,000","34 Hollywoodrath Avenue, Hollystown, Dublin 15",3 Bed,3 Bath,145 m²,Semi-D
"€395,000","43 Avenue Road, Portobello, Dublin 8",N/A,N/A,N/A,Site
"€364,950","147 Aulden Grange, Santry, Santry, Dublin 9",3 Bed,3 Bath,N/A,Semi-D
"€398,000","105 Mount Tallant Avenue, Terenure, Terenure, Dublin 6",3 Bed,1 Bath,91 m²,Terrace
"€274,950","8 Reilly's Avenue, Cork Street, Dublin 8",2 Bed,1 Bath,N/A,Bungalow
"€650,000","1 Ballintyre Woods, Ballinteer, Ballinteer, Dublin 16",4 Bed,2 Bath,127 m²,End of Terrace
"€299,000","Apartment 23, The Old Distillery, Dublin 7",2 Bed,1 Bath,60 m²,Apartment
"€250,000","24 Sherrard Avenue, Dublin 1",2 Bed,1 Bath,50 m²,End of Terrace
"€259,950","Apartment 41, South Gate Apartments, Dublin 8",1 Bed,1 Bath,N/A,Apartment
"€195,000","Apartment 4, Windmill Park, Windmill Terrace, Clonsilla, Dublin 15",1 Bed,1 Bath,N/A,Apartment
"€330,000","114 Captains Avenue, Crumlin, Dublin 12",3 Bed,1 Bath,80 m²,End of Terrace
"€850,000","51 Shrewsbury, Ballsbridge, Ballsbridge, Dublin 4",3 Bed,2 Bath,99 m²,Terrace
"€400,000","100 Naas Road, Dublin 12",3 Bed,2 Bath,104 m²,Semi-D
"€1,575,000","36 Hollybrook, Brighton Road, Foxrock, Dublin 18",3 Bed,3 Bath,241 m²,Apartment
"€695,000","11 Pearse Square, Dublin 2",3 Bed,2 Bath,205 m²,Terrace
"€625,000","APARTMENT 31, Deane, The Court Killiney Bay, Killiney, Co. Dublin",2 Bed,2 Bath,112 m²,Apartment
"€395,000","34 Saint Finian's Way, Newcastle, Co. Dublin",3 Bed,3 Bath,102 m²,Semi-D
"€675,000","55 Beech Drive Dundrum Dublin 16, Dundrum, Dublin 16",5 Bed,1 Bath,N/A,Semi-D
"€650,000","6 Jamestown Cottages, Stepaside, Dublin 18",3 Bed,3 Bath,109 m²,Semi-D
"€625,000","Apartment 20, Raglan Hall, Clyde Road, Ballsbridge, Dublin 4",2 Bed,2 Bath,68 m²,Apartment
"€310,000","127 Belmayne Park South, D13A3T7, Belmayne",3 Bed,4 Bath,120 m²,Townhouse
"€199,950","18 Sheephill Avenue, Blanchardstown, Blanchardstown, Dublin 15",3 Bed,1 Bath,N/A,Terrace
"€224,950","21 Whitestown Avenue, Blanchardstown, Blanchardstown, Dublin 15",3 Bed,1 Bath,N/A,End of Terrace
"€199,950","Saoirse, 21 Dromheath Drive, Mulhuddart, Dublin 15",3 Bed,1 Bath,N/A,End of Terrace
"€375,000","Apartment 17, Trinity Square, Dublin 2",2 Bed,1 Bath,47 m²,Apartment
"€315,000","55 Windmill Park, Crumlin, Dublin 12",2 Bed,2 Bath,90 m²,Terrace
"€349,000","29A Earlsfort Road, Lucan, Co. Dublin",3 Bed,3 Bath,102 m²,Detached
"€315,000","29 Earlsfort Road, Lucan, Co. Dublin",3 Bed,1 Bath,87 m²,Semi-D
"€375,000","19 Fancourt Road, Balbriggan, Co. Dublin",4 Bed,2 Bath,104 m²,Semi-D
"€2,000,000","93 Leeson Street Upper, Donnybrook, Dublin 4",4 Bed,2 Bath,254 m²,Terrace
"€190,000","81A Woodlawn Park Drive, Firhouse, Dublin 24",3 Bed,1 Bath,N/A,Detached
"€224,950","44 Hampton Wood Avenue, Finglas, Finglas, Dublin 11",2 Bed,2 Bath,N/A,Apartment
"€495,000","15 Moatfield Avenue, D05W7R6, Artane, Dublin 5",3 Bed,2 Bath,124 m²,End of Terrace
"€424,950","25 Hansfield, Castaheany, Clonee, Dublin 15",4 Bed,3 Bath,N/A,Semi-D
"€325,000","5 Sullivan Street, Stoneybatter, Dublin 7",2 Bed,1 Bath,56 m²,Terrace
"€2,250,000","2 Orwell Park, Rathgar, Rathgar, Dublin 6",5 Bed,3 Bath,269 m²,Semi-D
"€1,395,000","Arundel, 1 Burrow Road, Sutton, Dublin 13",5 Bed,2 Bath,274 m²,Semi-D
"€260,000","36 Holywell Crescent South, Swords, Co. Dublin",2 Bed,2 Bath,74 m²,Apartment
"€379,950","Tara, 2 Riverside Park, Clonshaugh, Dublin 17",4 Bed,3 Bath,140 m²,Semi-D
"€525,000","26 Saint Luke's Crescent, Dundrum Road, Dundrum, Dublin 14",3 Bed,2 Bath,102 m²,Terrace
"€300,000","150 Sandyford View, Blackglen Road, Simon's Ridge, Sandyford, Dublin 18",2 Bed,2 Bath,71 m²,Apartment
"€289,950","331 Casement Road, Finglas, Finglas, Dublin 11",3 Bed,1 Bath,N/A,Terrace
"€350,000","10 Cherryfield Close, Hartstown, Clonsilla, Dublin 15",4 Bed,2 Bath,90 m²,Detached
"€375,000","9 Woodford Court, Leinster Road West, Rathmines, Dublin 6",2 Bed,1 Bath,57 m²,Apartment
"€430,000","106 The Links, Donabate, Co. Dublin",3 Bed,N/A,92 m²,Semi-D
"€950,000","37 Saint Pancras Avenue, Terenure, Dublin 6",4 Bed,4 Bath,159 m²,Detached
"€1,400,000","3 Dundela Avenue Sandycove, Sandycove, Co. Dublin",4 Bed,2 Bath,186 m²,Semi-D
"€895,000","20 Tyrconnell Road, Inchicore, Dublin 8",4 Bed,4 Bath,193 m²,Terrace
"€500,000","60 Orchard Terrace, Grangegorman Upper, Stoneybatter, Dublin 7",4 Bed,3 Bath,114 m²,Terrace
"€424,950","113 Walkinstown Road, Walkinstown, Dublin 12",3 Bed,2 Bath,N/A,Bungalow
"€250,000","Creche Site @ Barnageeragh Cove, Skerries, Co. Dublin",N/A,N/A,0.42 ac,Detached
"€2,650,000","Glenart, Grove Avenue, Blackrock, Co. Dublin",5 Bed,2 Bath,376 m²,Detached
"€219,950","16 Glenfield Avenue, Clondalkin, Clondalkin, Dublin 22",3 Bed,1 Bath,90 m²,Semi-D
"€475,000","152 Glasnevin Avenue, Glasnevin, Dublin 11",3 Bed,1 Bath,132 m²,Semi-D
"€449,000","45 Block C, Malahide Marina, Malahide, Co. Dublin",2 Bed,2 Bath,74 m²,Apartment
"€2,400,000","4 Vesey Place, Monkstown, Co. Dublin",6 Bed,3 Bath,435 m²,Terrace
"€695,000","8 The Pidgeon House, South Lotts Road, Dublin 4",3 Bed,2 Bath,106 m²,Terrace
"€295,000","Apt. 4, Clifden Court, (Parking Space Option), Ellis Quay, Smithfield, Dublin 1",2 Bed,1 Bath,49 m²,Apartment
"€10,000,000","St Georges Avenue, Killiney, Co. Dublin",7 Bed,6 Bath,929 m²,Detached
"€425,000","6 Croftwell, Rathcoole, Co. Dublin",4 Bed,4 Bath,167 m²,Semi-D
"€550,000","10 Hazelbrook Court, Terenure, Terenure, Dublin 6",2 Bed,2 Bath,82 m²,Semi-D
"€835,000","2 Dromard Terrace, Sandymount, Dublin 4",3 Bed,1 Bath,108 m²,End of Terrace
"€995,000","625 North Circular Road, Dublin 1",8 Bed,8 Bath,211 m²,Apartment
"€499,950","66 Cromwellsfort Road, Walkinstown, Dublin 12",3 Bed,2 Bath,N/A,Semi-D
"€299,950","139 Errigal Road, Drimnagh, Dublin 12",3 Bed,1 Bath,N/A,Terrace
"€2,350,000","Saint John`s, 9 Wellington Place, Dublin 4",5 Bed,3 Bath,381 m²,Detached
"€449,950","89 Thomas Moore Road, Walkinstown, Dublin 12",3 Bed,2 Bath,N/A,End of Terrace
"€370,000","359 Crumlin Road, Crumlin, Dublin 12",3 Bed,2 Bath,110 m²,Terrace
"€450,000","7 Thirlestane Terrace, Thomas Court, The Liberties, Dublin 8",4 Bed,1 Bath,92 m²,Terrace
"€395,000","18 Fernleigh Dale, Castleknock, Dublin 15",3 Bed,3 Bath,97 m²,End of Terrace
"€399,950","45 Lorcan Crescent, Santry, Dublin 9",3 Bed,1 Bath,N/A,Semi-D
"€400,000","51 North Street, Swords, Co. Dublin",2 Bed,1 Bath,86 m²,Semi-D
"€870,000","Annamoe, Station Road, Portmarnock, Co. Dublin",4 Bed,3 Bath,135 m²,Detached
"€295,000","1 Haven House, Thomas Hand Street, Skerries, Co. Dublin",2 Bed,1 Bath,N/A,Apartment
"€398,000","49 Loreto Row, Rathfarnham, Dublin 14",2 Bed,1 Bath,78 m²,End of Terrace
"€264,950","Apartment 212, Temple Court, Santry, Dublin 9",2 Bed,2 Bath,N/A,Apartment
"€525,000","17 Highland View, Cabinteely, Dublin 18",3 Bed,1 Bath,96 m²,Semi-D
"€650,000","The Green, Garristown, Co. Dublin",4 Bed,4 Bath,186 m²,Detached
"€359,950","19 Tamarisk Park, Kilnamanagh, Tallaght, Dublin 24",3 Bed,2 Bath,N/A,Semi-D
"€10,000,000","Saint George's Avenue, Killiney, Co. Dublin",7 Bed,8 Bath,929 m²,Detached
"€249,950","Apartment 36, 20 Christchurch Place, Christchurch, Dublin 8",1 Bed,1 Bath,N/A,Apartment
"€2,900,000","Villa Belvedere, Vico Road, Dalkey, Co. Dublin",4 Bed,2 Bath,218 m²,Semi-D
"€1,450,000","49 Howth Road, Clontarf, Dublin 3",6 Bed,4 Bath,245 m²,Semi-D
"€130,000","2 Martello Mews, Balbriggan, Co. Dublin",1 Bed,1 Bath,N/A,Apartment
"€395,000","70 Belfield Park, Stillorgan Road, Blackrock, Co. Dublin",2 Bed,1 Bath,77 m²,Apartment
"€695,000","45 Pembroke Lane, Ballsbridge, Dublin 4",3 Bed,2 Bath,79 m²,End of Terrace
"€800,000","Rovada House, 32 Ormond Quay Lower, Dublin 1",N/A,N/A,N/A,Site
"€675,000","2 Marian Road, Rathfarnham, Rathfarnham, Dublin 14",3 Bed,1 Bath,115 m²,Semi-D
"€689,950","245 Navan Road, Navan Road (D7), Dublin 7",4 Bed,3 Bath,N/A,Semi-D
"€370,000","Flat 5, Hungtington House, Seven Oaks, Rathmines, Dublin 6",2 Bed,1 Bath,56 m²,Apartment
"€275,000","200 Kilworth Road, Drimnagh, Dublin 12",2 Bed,1 Bath,N/A,Terrace
"€315,000","27 Windmill Avenue, Crumlin, Dublin 12",3 Bed,2 Bath,N/A,Terrace
"€575,000","203 Kilmacud Road Upper, Stillorgan, Co. Dublin",4 Bed,1 Bath,129 m²,Terrace
"€555,000","70 Churchview Road, Killiney, Co. Dublin",4 Bed,1 Bath,103 m²,Detached
"€249,950","11 Carrigmore Grove, Aylesbury, Aylesbury, Dublin 24",2 Bed,1 Bath,N/A,Terrace
"€550,000","Apartment 30, Earlsfort Court, Dublin 2",2 Bed,2 Bath,74 m²,Apartment
"€750,000","7 St Brigid's Road Upper, Drumcondra, Dublin 9",4 Bed,2 Bath,111 m²,Terrace
"€399,000","Castlegate 19 Lord Edward St, Dublin 2",2 Bed,2 Bath,57 m²,Apartment
"€310,000","39 Holywell Way, Swords, Co. Dublin",2 Bed,3 Bath,74 m²,Terrace
